ID,Text,Actual Labels,Predicted Labels,Evaluation
371,sumbong kita sa mama ko pakyu kang matanda ka badtrip,0,0,TN
372,us2 ko lang sabihin na tangina nung bubwit na kumain ng tinapay ko huhu pakyu brad,0,0,TN
373,Bat di ka nalang bumalik sa diyos para patayin ka? Christianity is a joke,0,0,TN
374,Fuck El Shaddai for still allowing it's people to gather and worship despite the pandemic. tangina niyo. My uncle is not replaceable.,0,0,TN
375,"eto ang klase ng lalake na sarap sapakin, sarap basagin yung bungo. walang kwenta amputa",0,0,TN
376,TANGINA MO KA BRO ELI HAHAHHAHAHHA MGA BOBONG INC UMALIS NA KAYO DYAN HALATA NAMANG KULTO YAN ,0,0,TN
377,tangina nyo kahit bata papatulan ko pag sinasaktan yung mga adopted pets namin dito sa gate. mga gago anak ng puta,0,0,TN
378,TANGINA KA LAKAS MO MANGOPYA PUTANGINA MO KANG KANO KA BOBO KA NA NGA DI KA PA NAGEEFFORT NA MAG TRY TANGINA AKO PA NAKOKONENSYANG DI MAGPAKOPYA PUTANG INA MO PABAGSAK KA SA AVERAGE IQ NG AMERICA,0,0,TN
379,Makapagsalita tong kupal ano ka abnormal?,0,0,TN
380,The old generation fucked us over. Putangina niyo. Masaya kayo na siya nagunguna? Tangina niyo kinabukasan namin nakasalalay. Mga pakyu kayo.,0,0,TN
381,Putangina niyong lasinggerong teenagers,0,0,TN
382,tanginamo pavictim panget mo gumanap amp magsama kayo ng jowa mong tomboy bobo naman.,0,0,TN
383,magjowa ka nang badjao tapos pagbawalan mo magtambol nyahaha tingnan natin kung hindi ka namin duduraan,0,0,TN
384,Pakyu dun sa mga nagsasabing parang wala lang kame. Ulol gurang kana kase hayop,0,0,TN
385,"cheating na pala pag mas nag prepare ka ng matagal? para lang yan exam, wag ka magreklamo kung nagcram ka lang ng isang gabi tas di ka nakapag top sa klase. napakabobo ng logic mo",1,1,TP
386,"ANG BOBO NG MGA NAGSHASHARE NG POST NA ""WALANG LALAKENG BASTOS KUNG LAHAT NG BABAE MARUNONG MAG SUOT NG MAAYOS"" MGA WALANG ALAM AT HINDI NANONOOD NG MGA BALITA.MAY NA RAPE NA MATANDA, DALAGA AT BATA!  MANAHIMIK KAYONG MGA BASURA! BOBO! BASTOS! MANYAK! KADIRI KAYO!",0,0,TN
387,Kadiri talaga mga indiano amoy pati pagkain kadiri,0,0,TN
388,Bobo ng mga lalaki palaging sa una lang magaling mga ulol pakyu,0,0,TN
389,ang rurupok talaga ng mga ibang kabataan ngayon tangina ilang araw pa lang nag sasama mahal na agad.,0,0,TN
390,Ang papangit naman ng Mga my boy nyoo sa myday,0,0,TN
391,asim mo tanga.toothbrush ka muna. Baho ng hininga mo 😂😂😂😂😂😂😂😂,0,0,TN
392,Ulol ang taba taba mo.,0,0,TN
393,Tanga mo sa part na kala mo sinisiraan kita ice ka lang ghorl ? Salo ka kasi ng salo sabagay kung sino sino na din pala sumalo sayo.,0,1,FP
394,TANGINA NUNG MGA NAGSASOUNDTRIP SA BUS NA GAMIT LOUDSPEAKER NG PHONES NILA. BUTI SANA KUNG MATINO YANG MGA SINASOUNDTRIP NIYO.,1,1,TP
395,"PUTANGINA NUNG MGA FEELING ENLIGHTENED CENTRIST NA ""I HATE BOTH DUTERTE/MARCOS AND AQUINO"" AND LEAVE IT AT THAT DEPUTA",1,0,FN
396,"BOBO mo talaga accla.. PANGET na nga, TANGA na, BOBO pa",0,0,TN
397,TANGINA NYONG MGA MUSLIM PATI YONG ALLAH NYONG PUKINGINA YOU VIOLENT MOTHERFUCKERS,0,0,TN
398,Ghorl tangina mo tado ka. Binigay ko sayo kase sabi mo gagamitin mo tas ngayon ibubuy and sell mo to buy a new one. In the first YOU are the one who wants to sell that shit. That shits mine to begin with.,0,1,FP
399,"buti panga yung bata nag ttrabaho kahit taga deliver lang, gago ikaw ang tanda mona palamunin ka paren pakyu kang isip bata ka hindi mo alam word na diskarte hindi niya dapat ikahiya yon gago ka.🤦🏻‍♂️",0,0,TN
400,tangina pano kaya sinasamba ng mga hindu yung mga baka? hahahhaa bobo ng relihiyon nyo,0,0,TN
401,Gago ka pala putangina mo wag ka mandamay ng wala kinalaman dahil baka yan susunod na anak mo maging kamukha mo mapagkamalang mongoloid kingina ka,0,0,TN
402,kingina bulag ka lang hindi ka lumpo!kaya pwede tumulong kanaman! hindi lahat ng tao kailangan intinidihan ka!pasalamat ka mabait nny at kapatid mo,0,0,TN
403,"Kadiri itong mga pinoy na ni hindi maka ingles ng walang at sa hitsurapa lang, di mo man lang mapagkamalan na Indian, White, o itim.",0,0,TN
404,BAKA MAS MALALA PA SA NCOV YANG PAGKA-KITID NG UTAK MO EH JUSKO KUNIN MO NA TONG KAWAWANG BATA NA TO DI LANG BADING NAPAKADUGYOT PA PUTANGINA,0,0,TN
405,Nakakainis pakyu bata bata mo kuha kanang etits,0,0,TN
406,TANGINA HINDI LANG NAMAN MGA LALAKI YUNG MANLOLOKO EH YUNG IBA BABAE DIN EH TANGINA,0,0,TN
407,Pake ko sa edad mo? Sana di ka na abutan ng sunod mong birthday,0,0,TN
408,TANGINA MO KUNG SI BUDDHA PUTA IKAW MAS KAPUTA-PUTAHAN FUCK BUDDHISM UR RELIGION SOBRANG NAGREFLECT SAYO,0,0,TN
409,ulol!Don't explain nigga hahaha sayang bobo ka lang talagaa,0,0,TN
410,"Tignan mo yung info ng profile ko, putangina lason pako ng mga katoliko neto eh. Yuck",0,0,TN
411,"kapag lalake ka at nags-skincare, icoconsider ka na bakla. kingina nyo kaya ang papangit ng ibang boys dito sa pinas mga punyetang walang proper hygiene",0,0,TN
412,tangina pasikat negra naman landi amputa nognog,0,0,TN
413,pero nakakaaliw yung nagpopost hahahaha haters gonna hate amputa bisakol eh,0,0,TN
414,shot up? Bobo talaga mga taga Nigga University. Palibhasa mga aliping bayaran ang mga players at mga asong ulol mga students. LOL,0,0,TN
415,TANGINANG NENENG B YAN PATOK NA PATOK SA MASA AMBOBOBO AMPUTA,1,0,FN
416,But looking back shiyet sarap patulan netong misinformed millenials potangina haistttttt,0,0,TN
417,Omg. Di ka na nga maganda ang liit mo pa tapos ang taba mo pa tapos sobrang panget mo at parang ang bobo mo pa fame whore ka pa... ,0,0,TN
418,tangina if karma is a bitch then buddha is also a bitch hahahha,0,0,TN
419,pakyu anong longganisa seller ka diyan haha o kaya taga lagay tempered haha hayop ka intsik,0,0,TN
420,Pakyu yung manyakis na matanda sa tapat ko ngayon. Gagu ka nakikita kita pakyu dugyot.,0,0,TN
421,"putangina sa dami ng santo nyong mga katoliko, walang nagrescue? sabagay ano bang magagawa ng rebulto nyo fuckers common sense lang yan",0,0,TN
422,"Mga demonyo na gusto mamatay nanay nila, tapos kapag dika nag agree, sasabihan ka na boomer o mamatay ka din.",0,0,TN
423,Bakit bawal ako mag shorts pero yung mga indian pwede mag suot ng kita tiyan kahit kadiri tignan bilbil nila,0,0,TN
424,"Kadiri yang mga kabataan nya yan. Tapos pag nahuli sa kalokohan ang sasabihin hindi aware, kesyo dahil lang kahirapan mga pakyu kayo. Kayo talaga ang sisira ng bayan",0,0,TN
425,Kulang na lang eh sambahin mga engot itong siraulo na'to 🤣,0,0,TN
426,"i love lgbt pero sorry same sex marriage is a bit too far. siguro maging thankful na we were welcomed enough here sa society kasi let's face it, u cant just push ss marriage in a catholic country. mamamatay na lang ako pero hndi mangyayari yan",0,0,TN
427,Sana talaga mamatay ka ng hayup ka napakabatugan mo! Tarantado gago ulol! Punyeta kang putang ina ka! Bobo tanga hayop demonyo! Utak tae amoy tae mukang tae! ,0,0,TN
428,Sarap tadyakan nitong katabi ko! Leche! Bulag ba kasama mo! Punyeta! ,0,0,TN
429,puro ka post ng katawan mo juskoo pangit naman.,0,0,TN
430,FUCK BABY BOOMERS TANGINA ISTG IM GONNA CELEBRATE WHEN ALL OF YOU ARE GONE FROM THIS WORLD,0,0,TN
431,Sapakin ko tong negro na to e. Pagkatapos mag pagupit ikakalat yung buhok.,0,0,TN
432,bad influence ulol inamoka muka kang tigawat sa pwet,0,0,TN
433,Wtf. Gago 'tong Indiano na 'to ah.,0,0,TN
434,"akas p magsabi sakin ng kapatid ko bumukod n ko tanga, kala mo magaling kna, 1st year college k pa lang taas n ng ego mo, gago, sana barilin ka nlng sa likod gago, kala mo may trabaho n at nkaranas kna ng hirap ni reklamador ka nga dito s bahay kbobohan mo sagad",0,1,FP
435,muslims just always have a knack for violence ano? gagong mga aggressor mamatay na kayo,0,0,TN
436,"So anong parte ng comment ko yung racist? Geez, mga millennials talaga, moronic, inutil, feeling pawoke, sayang sa oxygen",0,0,TN
437,"Biruin niyo magugunaw na ang mundo, yung mga born again allergic pa rin sa mga bakla. Tatawanan ko kayo lahat kapag magkakasama tayong naiwan sa rapture mga gunggong.",0,0,TN
438,TRUE 🤣 kadiri yang mga nanay na yan dito kakabwiset.. mga bulag pipi at bingi ewan.,0,0,TN
439,anong pinagsasabi mong naka pakyu? ILABAS MO UNG SINASABI MO PURO KA KATANGAHAN TLAAGA E NU. KAYA DI UMUUNLAD PILIPINAS DAHIL SA KATULAD MO.,1,1,TP
440,Kayong mga katoliko tangina nyo kung ano Anong relihiyon na dinadamay nyo did nyo nalang Kasi aminin na mangkukurong mga pari nyo,0,0,TN
441,non muslim filo engenes need to shut the fuck up . di ba kayo nahihiya putangina bat ba kayo laging nakikisawsaw manahimik nalang kayo mga walang ambag u always set enha up like FUCK STFU,0,0,TN
442,"tangina talaga ng mga lalaki, dalawa na nga yung ulo hindi pa magawang mag isip nang tama",0,0,TN
443,no! muka kang mangaagaw ng cellphone e. bwahaha PANGIT! WALANG PERA! TANDA NA PALAMUNIN PA tapos ngawa ng ngawa tungkol sa gobyerno! palamunin mo kaya sarili mo noh? para may magawa kang hampas lupa ka.,0,0,TN
444,ANONG KLASENG NANAY KA NA IWAN MO ANAK MO KAHIT KANINO PARA MAKIPAG LANDIAN AT MAGPAKA TEENAGER? GAGO KA NA MAMA. PAKYU PARA SA MGA TULAD MO,0,0,TN
445,Putanginang mga bata to ang ingay nyo kainin nyo yan mga paputok and turotot nyo pakyu mga ulul,0,0,TN
446,walang gustong makakita sa buhay mo tanga kaya lahat ng tao ayaw sayo eh putangina ka,1,1,TP
447,"tangina pag tapos nito tambay ako sa kanto ng japan, tangina halos 10to 25 nalang binigay visa nalang samin dipa makakapag enjoy putangina niyo mga chingchong",0,0,TN
448,TANG INA NG MGA BATANG TIGANG PURO EUT ANG ALAM. KADIRI TONG MGA GANITONG MESSAGES. MAY PORN AT PHGONEWILD NAMAN. DI PA NAKUNTENTO,0,0,TN
449,Sapakin ko na spinal cord mag sabi ng lip sync yon. Bingi ka na palinis mo na tenga mo malala na yan,0,0,TN
450,BAWAL ANG GAY MARRIAGE KASI AYAW NG SIMABAHAN PERO OKAY AKO SA PAGPATAY NG TAO MGA IPOKRITO KATOLIKO,0,0,TN
451,Walang papansin sayo kahit magpapansin ka diyan ulol kng lalaki ka pakyu gago dead off,0,0,TN
452,Akalain niyo yun. Hanggang ngayon the baby boomers are still screwing us over with their shitty decisions this election. Tangina may mga Gen Z na na bumoboto maawa naman kayo.,0,0,TN
453,Hindi naman mukhang Aeta. Mas mukha pa siyang African..Nope. Mas maitim pa sa dalawa!,0,0,TN
454,"Come up with your senses, matanda ka na. Wag kang TANGA.",0,0,TN
455,basta ako ulol pa rin kay baklang jolina,0,0,TN
456,"Pakyu mo, baka gusto mong papungot ng ulo sa muslim!",0,0,TN
457,punyeta kang boomer ka bobo tangina mo sana di masarap ulam niyo tas masunig sinaing mo ,0,0,TN
458,So sinasabi niyo na minamassacre ang mga bata kasi they're not praying in school??? Anong klaseng pag-iisip yan kristyano ka ba talaga wtf,0,0,TN
459,Naiisip mo pa yung karma karma na di ka naganti bobo ka kasi di ka makapag kapal nalang ng ampog dahil sa kapal ng mukha mi pag na realtalk ka kala mo aping api kadiri,1,1,TP
460,TANGINA MO BETH MAY SARILING BAHAY AT SASAKYAN NA KAYO TAPOS DADAYUHIN NYO PA AKONG NANGUNGUPAHAN AT NAGKO-COMMUTE PARA LANG SA PAMASKO NG PINILIT NYONG INAANAK KO NA HINDI KO NAMAN KILALA! MONEY DOES NOT BUY CLASS POTA KA,1,1,TP
461,tangina talaga ng mga straight guys na may fragile masculinity amputa ampapangit nyo tanga,0,0,TN
462,THE POPE IS A LIZARD A DEVIL A FUCKING PEDOPHILE A FUCKING FUCKS FACE WITH A SHIT HEAD,0,0,TN
463,Puta tingnan Lang natin kung hanggang saan kayo.. mga gago😡😡😡,1,1,TP
464,Bakit puro na lang malalandi mga kabataan ngayon. Haharot jusko korni amputa,0,0,TN
465,TANGINA NG MGA STRAIGHT GHORLS PAG NALAMAN NILANG BAKLA KA TAS INAASSUME AGAD NILANG MAY GUSTO KA SA KANILA PLS LANG TEH,0,0,TN
466,TANGINANG SCHOOL SAN KA NAKAKITA PATI OUTSIDER AYAW PALABASIN? SARA SARA KAYO NG GATE PATI YUNG MUKHANG STUDENT IIPITIN DEN???? INIT INIT PINAIINIT NIYO ULO KO!!!! KARAKOL PA MORE! GALING NG KARAKOLERS SHET DAPAT LAHAT PANALO!,1,1,TP
467,tangina talaga mhie sa mga ganitong oras pa man din naaactivate ang emo era mo eh nakakasama talaga ng loob,1,1,TP
468,Kaloka kong mga baby bra warriors na to’ tangina nyo mag aral kayo ng magkalaman yang utak nyo. 🤒🤒🤒 y’all sick.,0,0,TN
469,ka-OA ng mga religious talaga kala mo naman totoo si jesus ,0,0,TN
470,haha gago totoo naman matabang pandak bakit ka nasaktan ikaw ba yun oh ganon ba itsura mo bobo sa panahon ngayon hindi kana pwede maging mabait lalo ka aabusuhin pag mabait kapa papunta ka palang pabalik na ako kaya wag mo ako tinuturuan ng gagawin ko toxic sila mas toxic ako,0,0,TN
471,"yung nakakahiya iba dito millennials and gen z talaga... grabe you can't educate people who are purposely lying, we need to attack them where it hurts talaga",0,0,TN
472,"TANGINAMOKA PA RIN, DUTERTE. BUWAKANANGINA NIYO RIN MGA BOBONG DDS. WALA NA YATA KAYONG LUNAS",1,1,TP
473,baket parang nag-it lang to mga babae samin para may makaduo? tangina ang bobo na nga tapos pabuhat pa sa coding pucha,0,0,TN
474,Yung bobo na kausap ko kagabi naging inutil na hindi na nag reply after ng HI KAMUSTA?,1,1,TP
475,uto utong mga pinoy mangmang na nga mga uto uto ang bobo,0,0,TN
476,putangina talaga ng mga matatanda na nasa government office hahahahahaha mamatay nalang kayo mga putangina nyo para saan pa yung ahensya nyo kung di nyo papakinggan mga lumad putangina nyo,0,0,TN
477,Akala ko ba 7 ung interview ni ate. 8:30 na o. Barilin ko tong mga arabo na to e,0,0,TN
478,shouout talaga sa VP ng HR department putangina mo dalian mo sa pag retire masyado kang bibo tanginang boomer ka pakyu,0,0,TN
479,"JOY BELMONTE, NAG-ARAL SA ABROAD, PERO UTAK CANAL PA RIN TANGINA.",1,1,TP
480,TANGINA MO KATE MATUTO KA NAMAN RUMESPETONG GAGO KA. AKALA MO ANG GANDA-GANDA MO? LOL BULAG NA PURO DEDE LANG NAMAN ALAM MO.,0,0,TN
481,tangina mo gago pakyu mukha kang tae gago time,0,0,TN
482,"Mag punyeta kayong bishops, paubos na katoliko sa Pilipinas dahil sa kabuktutan ninyo!",0,0,TN
483,ano bang iniinarte ng mga lgbt na yan? kasal kasal pasalamat nga kayo tinanggap kayo dito napaka demanding ng mga burat,0,0,TN
484,"Ang sarap sapakin nung lalakeng pasahero kanina sa jeep na naninigarilyo kahit na may nakalagay na ""no smoking/bawal manigarilyo."" maaan, dalawa pa yun at nasa harap mo pa. Hindi ka naman bulag nakashades ka lang. Hindi mo kinacool yon. Sana wag magbulag-bulagan at tanga. Sana.",0,0,TN
485,pakyu mukha kang siko na may pigsa,0,0,TN
486,hahaha mas bobo kang BAKLA KA hahaha di mo ba alam na ang lider ng INC ay dting 7thday adventist at ung blue print ng,0,0,TN
487,yung iba diyan pangit na nga tarantado pa eh,0,0,TN
488,PUTANGINA NIYONG GAGO KAYO TANGINANG MGA HINAYUPAK TOH KAYO YUNG MAMATAY BITCH ANOFEELING MAIN CHARACTER KAYONG GAGO KAYO? TANGINAMO DUKE GRAYNE PANGITVPANGIT MONG GAGO KA LIIT NG TITE MO BIGCH SANA MAPUTOL KAMAY AT PAA MONG KUMIKINANGINA KA,0,0,TN
489,Kaya pala grabe reaction mo ung pag sabi ko nang nayswan babe pakyu matanda kana,0,0,TN
490,Lord ang bobo talaga ng mga straight people na religion fanatics tangina ang sarap sayawan ng kordero ng diyos hanggang umiyak sila huhUHuhuHuhuHU STOP ACTING LIKE YOUR COMMUNITY EXPERIENCES OPPRESSION LIKE THE LGBT COMMUNITY DOES WHY DOES IT ALWAYS HAVE TO BE ABOUT YOU GUYS 😭,0,0,TN
491,PUTANGINA MO MONGOLOID TARANDTADO KA WALANG MAGUGUSTOHAN SAYO SIRAULO WALANG UTAK GAGO LETCHE,0,0,TN
492,tangina nitong muslim na to na tinatakot pa kapatid ko na pumapatay tangina mo gagamit ka armas bata bata katapat mong kupal ka,0,0,TN
493,tangina ng mga babae sa likod namin may masabi ay puta ang iingay pa hayop sakit sa tenga aasim naman,0,0,TN
494,PUNYETA NG MGA BOSS DITO. KUNG MAY GALIT KAYO SA ISA'T-ISA HUWAG NIYONG IPADAAN SA AKIN. MAG-USAP KAYO. MAY PHONE NUMBERS NAMAN KAYO EH. O KAYA MAGSUNTUKAN KAYO SA LABAS. INIIPIT NYO KO EH TAPOS BANDANG HULI KASALANAN KO,1,1,TP
495,sino itong sumasadboi babaerong kupal naman,0,0,TN
496,dami ulit asong ulol sa comments haha bayad daw si father ng buwis pno eh church is considered non profit org may iba naman brought up ulet abs eh cleared na ng bir na bayad lahat ng tax nila,0,0,TN
497,ulol kamo pakyu gago tangina nyo,1,1,TP
498,Dios mio etong peklat na to khit saan c alden dun din cya. Pareho cla ni atay na prang mga asong ulol buntot ng buntot. Gurang kna ang lantod mo pa hilig magdikit dede nito. Mabait lng c alden d marunong mag pahiya sa kapwa,0,0,TN
499,"FEELING TRASHTALKER TONG BITCH NA TO KAPAG PINATULAN PLAYING THE VICTIM. BOBO WALANG GIRL GAMER GIRL GAMER SA DOTA. UMABOT KA NG GANYANG RANK, DI MO PA ALAM YUN?! DAPAT ALAM MO NA YUN 🤣 USAP USAPAN NA BINOBOOST LANG YANG ACCOUNT MO NG IBA GHORL 🙄",0,0,TN
500,tangina mo kang pari ka mamatay ka na bobo shutangina mo feeling banal,0,0,TN
501,Tangina bat kasi naging pilipino pako hahaha nakakahiya,0,0,TN
502,kadiri  kayo  putangina.  catholic  schools  are  such  a  breeding  ground  for  predators  and  pedophiles.  palibhasa  just  bc  catholic  kuno  they  think  they  have  the  moral  high  ground.  😐  disgusting  little  pigs,0,0,TN
503,tangina haha boomers nga naman,0,0,TN
504,oh putangina.... hindi evacuation center yung Pilipinas mga chingchong... manatili kayo sa bansa niyo.. tangina dapat dinedeport lahat ng mga mga chinese na galing sa wuhan... lakinh perwisyo ampota,0,0,TN
505,PAG MAY SEMENTO MGA PICTURE NYO SA ML MANAHIMIK NALANG KAYO HA  TANG INA MO BOBO MO NA ANG PANGET MO PA BASAGIN KO YANG MUKHA MO EH HAHAHAHAHAHA,0,0,TN
506,"Kaya ko kayo in-unfriend hindi lang sa FB, pati IRL, mga ipokritang born again kuno! ",0,0,TN
507,Basura na Duo BISAYA PA MATIC BOBO. I said what I said tested and ALWAYS PROVEN,0,0,TN
508,PUTANGINA KUNG SINO MATATANDA SILA PA DI MARUNONG PUMILA PUTANGINA ANO BA,0,0,TN
509,fuck baby boomers and not allowing people to feel frustrated and cry. Bakit bawal umiyak? eh kesa ikimkim ko iiyak ko na lang tangina,0,0,TN
510,taena sa buong buhay ko perstaym ko manigaw at mang away ng matanda!!! di mo dasurv respeto ko aga mo manira ng araw leche!!!!,0,0,TN
511,YUNG KAPIT-BAHAY KO DYAN SA APARTMENT NA KUMAKANA NG ADIK DAW KAMI KAYA PUYAT! OLUL NYO! TAMANG KANA KAYO! PALIBHASA ANG BORING NG MGA BUHAY NYO MGA GURANG! HAHAHAHAHA PUNYETA KAYO!!,0,0,TN
512,Dream on! Sarap duraan mukha mo tanda!!! Who do you think you are old fart? ,0,0,TN
513,hoy probinsyanong lamog ang muka na puro tigyawat dito mo talaga balak mag papansin tangina ka?! Ayaw mo tumigil na hayop ka kaninang kanina kapa namin pinoproblemang papansin ka bobo kaba ?! O sadyang papansin lang?,0,1,FP
514,BOBO TANGA INUTIL WALANG UTAK TANGINA MO GAGO PAKYU MUKHA KANG BURNIK SANA MAGKANANA ARI MO KINGINA KA WALANG AMBAG SA LIPUNAN SALOT,0,1,FP
515,ulol pakyu ka teh sinusumpa ka na ng buong angkan ko,1,1,TP
516,Real talk lang yung mga ibang new students dito na Adventist rin naman tangina mas malala pa yung attitude and behaviour pagdating sa worship/devotional time namin kesa sa mga non Adventist dito,0,0,TN
517,PUNYETANG MGA LALAKI NAGAANAK TAS DI MAGSUSUSTENTO DAPAT SA INYO PINAPAKAPON TANGINA NYO,0,0,TN
518,"PUTANGINANG CREDIT CARD YAN GUSTO KO LANG MALAMAN BALANSE NG TATAY KONG KAMAMATAY LANG PARA MABAYARAN KO NA, DAMING DAMI PANG PAPELES ANG KAILANGAN! BUTI NGA MAGBABAYAD PA AKO EH KUNG WAG KO NA KAYA BAYARAN UN!",1,1,TP
519,HINDI KO GINUSTO MABUHAY SA MUNDO NA ITO SA ORAS NA ITO TSAKA SA BANSANG ITO HA TANGINA KA KAHIT NANAY KITA WALA AKONG PAKIELAM INTAY KA LANG PAG NAKAAHON AKO ULIT ISASAMPAL KO SA MUKHA MO KAYA KONG GAWIN KAHIT NASA ILALIM KA PA NG LUPA GAGO,1,1,TP
520,NAPAKABOBO NUNG INTSIK SAMIN GAMITIN MO YUNG MATA MO HUNGHANG KA,0,0,TN
521,mag break sana kayo ng ka landian mong tangina ka landi mong gago ka putang ina mo,1,1,TP
522,GAGO WALANG MONK NA HINDU HAHAHAHAHH BOBO AMPUTA FUCK U FUCK BUDDHA,0,0,TN
523,fuck buddhism hinduism what fucking ever they are mga putanginang pauso ng vegetarian style human rights offender naman leader,0,0,TN
524,"The audacity of some adults to say na ""Mga kabataan talaga ngayon hays"" but they can't even help an old woman to cross a road. Pakyu sa mga Puta kanina!🖕",0,0,TN
525,Makulong ka sana para mag tanda ka sa mga ka walanghiyaan mo. Pahirapan mo pa nanay ko mag bayad ng mga utang mo. Pakyu ulol.,1,0,FN
526,"BHIEEEE HAHAHAHHAHAA Kadiri mukha moooo. Panget mo na nga ang bobo mo pa. Wala naman may pake sayo beh. Di tumatanggap ng bobo sa teuland kaya Tama lang, bawal bobo dito.",0,0,TN
527,"PUTANGINA NUNG MGA BOBO BOOMER TANGINA NIYO KAHIT MAY PERA KAYO PULPOL PA RIN MINDSET NIYO SA TRABAHO GAGO. TIYAGA? SINO GUSTO MAGTIYAGA SA TRABAHONG HINDI KA BABAYARAN NANG MAAYOS TSAKA TOXIC ANG ENVIRONMENT TAPOS EEXPECT MO MAGING STABLE KAMI KAAGAD HABANG NAGSISIMULA PALANG KAMI, WALA KANG KARAPATAN MAGSALITA LALO NG NABUHAY KA LANG SA COMFORT ZONE MO AH TANGINA COCKBLOCKER KA DIN SA MGA POTENTIAL NAMIN SIMULA BATA PALANG KAMI EH TANGINA KANG NANAY KA TALAGA BOBA",0,0,TN
528,sa tingin niyo ba abnoy ako ulol tangina niyo ibang iba na ako hindi na si ryan ang nakilala niyo mga gago,0,1,FP
529,Gorayeb magpakamatay ka na bobo mo.,1,1,TP
530,i swear to god ang bobo ng mga tao dito,1,1,TP
531,"Wag patulan ang immature porket millenials tayo, be a good example. Have some class ",0,0,TN
532,ulol mukha kang burnik ,0,0,TN
533,kupal na kupal ka boi ilang babae ba gusto mo sasampal ko sa mukha mo trabaho na tinatrabaho mo pa bida bida,1,0,FN
534,Grabe ka sa yuck nikki e sa ating apat ikaw mas mukhang badjao Dinamay pa ako eh,0,0,TN
535,nagiinit bibig ko kanina pucha ayoko talaga makakaharap yung babaeng iyon,0,0,TN
536,Manahimik kang lumpo ka! wala ka na ngang inambag ang ingay mo pa tangina!,0,0,TN
537,Why would we listen to your stupid opinion/and ur I Think. When we are more educated than u stupid troll and hater attention seeker si bakla amputa,0,0,TN
538,tangina talaga kapag baby boomers na ang nabulag apektado ang buong komunidad dahil nasa kanila awtoridad im freaking nanggigigil hahahaha :)))))),0,0,TN
539,Gusto ng mga Muslim ng gulo! Kaya subukan sa kanila muna dalhin ano,0,0,TN
540,"Itong nagtanong INC, pangit ang ugali at pangit ang budhi.",0,0,TN
541,Pokpok amputa pati tropa di man lang pinatawad,0,0,TN
542,mga baby boomers sumira at patuloy na nagpapabagsak sa bansa. tangina niyo,0,0,TN
543,bodyshamer ka hayop eh ang may babae ka na mataba. sana ayos ka lang?,0,0,TN
544,Wag mo ko dahilanan na katoliko ka kaya ka homophobic ulol,0,0,TN
545,tangina ng mga straight. Oppressed kayo? Wala ba kayong rights as “straights” compared to what the LGBTQIA+ community is fighting for?? HETEROPHOBIC?? I cannot with this argument,0,0,TN
546,"kupal pangit ng ugali mo kasing pangit mo",0,0,TN
547,Punyemas. Lalo umiinit yung galit ko sa mga tarantadong boomers.,0,0,TN
548,"PAKYU MAS MATANDA PA KO SAYO, GANYAN KA MAGSALITA HAHA",0,0,TN
549,Hahaha hindi porket isa ka lang sa topnotchers e lalaki na yang ulo mo. Feeling mo magaling kna? Ulol pakyu.,1,0,FN
550,tangina mo bakla! Matanda ka na mag retiro ka na,0,0,TN
551,banal banalan na mga dating daan putaca kayo,0,0,TN
552,TANGINA MO HAYUP KANG KANO KA BAKIT KA NAGBOBOXING SA GITNA NG COMPOUND PUTANGINA ANG INGAY INGAY MO TANGINA MO NATUTULOG YUNG TAO YOU AMERICANS TAKE UP SO MUCH SPACE I THINK YOU SHOULD ALL GO FUCKING BACK TO WHERE YOU CAME FROM AND THAT IS FROM THE FLOUR AND  DOUGH SOME PESKY WH,0,0,TN
553,alam mo kung ano pinapatunayan neto about millenials? THEYRE SELF-ENTITLED YOUTHS WHO HAVE A BIG MOUTH. uncivilized nakakahiya,0,0,TN
554,"TANG INA NG MGA TRICYCLE DRAYBER DITO SA AMIN, DI MARUNONG GUMAMIT NG ROTUNDA. ONE TIME MAY NANG BAD FINGER SA AKIN AT GALIT PA SILA EH SILA NA NGA MALI KASI NAKASALUBONG KO. HELLO PUTA ROTUNDA HINDI NIyO BA ALAM ROTUNDA??",1,1,TP
555,tangina feeling matalino kasi hahaha inis eh,1,1,TP
556,hayop ka sister woodhouse mamatay ka ng demonyong drug dealer na madre ka,0,0,TN
557,"Nong time na may ipinapakalat ang fanatics ng mama nilang lutang na si BBM kuno e nagvictory party sa Balesin parang mga asong ulol. tahol ng tahol. Ngayong mama niyong lutang na nag Balesin to attend a wedding na officially VP pa  ng Pinas, todo tanggol kayo. IPOKRITO YARN?",1,0,FN
558,tanga mo manny born again christian ka pa naman,0,0,TN
559,"Mga badeng, umayos nga kayo. Hindi na nga kayo nagtitip ng drag queens, tinatarayan niyo pa yung mga natatanging supporters ng mga queens. Pag kumokontra kayo sa trans issues, kesyo paano naman ang kapakanan ng mga babae. Eh mga numero uno kayong mga kupal sa trew lang.",0,0,TN
